Min	-363.974 [0.025s]	-505.519 [0.025s]	0 [0s]	6.87549 [0.025s]	0 [0s]	0 [0s]	-1.59449 [0.025s]	0 [0s]	-0.284243 [0.025s]	64.1403 [0.025s]	6.00006 [8.85s]	2.00002 [8.85s]	0 [0s]	1.03132 [0.025s]	0 [0s]	-3.15506 [37.95s]	-14.1365 [188.55s]	-1.76608 [21.5s]	-5.5965 [135.75s]	-3.11591 [37.95s]	-1.76724 [21.5s]	-12.503 [76.55s]	-0.286171 [59.6s]	-0.286171 [59.6s]	-0.286171 [59.6s]	-1.56034e+07 [59.475s]
Max	18654.8 [4.225s]	20525.5 [4.2s]	1986.94 [6.7s]	9.99989 [8.85s]	14.5696 [135.75s]	6.66965 [186.025s]	81.7228 [4.225s]	99.5258 [6.7s]	11.541 [4.2s]	93.2873 [8.85s]	8.72665 [0.025s]	2.90888 [0.025s]	359.938 [13.4s]	1.49998 [8.85s]	14.1502 [188.55s]	2.32447 [9.15s]	0 [0s]	1.66357 [152.35s]	2.72074 [188.55s]	2.35664 [9.15s]	1.65689 [152.35s]	16.5044 [134.3s]	0.216808 [43.55s]	0.216808 [43.55s]	0.216808 [43.55s]	1.18329e+07 [43.475s]
Mean	9586.66	9757.24	1378.66	9.37169	8.31401	1.63303	41.9971	69.0568	5.48629	87.427	6.41696	2.13899	178.485	1.40575	10.6846	-0.0939085	-10.6388	-0.0367769	-0.783002	-0.0808574	-0.0407775	0.552785	-0.0533984	-0.0533984	-0.0533984	-3.05707e+06
Standard deviation	2102.65	2120.24	188.019	0.417831	1.18986	2.10336	9.21124	9.41788	1.19217	3.89788	0.33205	0.110683	104.297	0.0626747	1.32045	0.79126	1.33634	0.546597	1.33693	0.781635	0.538724	4.49115	0.0752573	0.0752573	0.0752573	4.31814e+06
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
149.3	8237.04	8655.82	1399.44	9.08729	8.81386	0	36.0847	70.098	4.86698	84.7738	6.60263	2.20088	57.6326	1.36309	9.61823	-1.31503	-9.50522	0.657212	-2.01993	-1.1799	0.662982	7.87678	-0.00785659	-0.00785659	-0.00785659	-1.28627e+06
149.325	8581.57	9016.24	1419.05	9.08893	8.80206	0	37.594	71.0803	5.06964	84.7891	6.60144	2.20048	58.9956	1.36334	9.63287	-1.32206	-9.52827	0.506397	-1.99227	-1.19513	0.516765	7.8994	-0.0158579	-0.0158579	-0.0158579	-744646
149.35	8719.37	9159	1426.87	9.09094	8.7884	0	38.1977	71.472	5.14991	84.8079	6.59998	2.19999	60.3588	1.36364	9.64998	-1.32909	-9.5514	0.355575	-1.96456	-1.21031	0.370534	7.9219	-0.0232149	-0.0232149	-0.0232149	-893075
149.375	8773.03	9213.21	1430.18	9.09306	8.76617	0	38.4328	71.6376	5.18039	84.8277	6.59844	2.19948	61.7223	1.36396	9.67671	-1.28479	-9.58721	0.271101	-1.92218	-1.16103	0.277552	7.63277	-0.0298009	-0.0298009	-0.0298009	-1.58778e+06
149.4	8784.15	9222.68	1429.04	9.09524	8.74321	0	38.4815	71.5803	5.18571	84.848	6.59686	2.19895	63.0861	1.36429	9.70444	-1.24043	-9.62303	0.186644	-1.87983	-1.11162	0.184577	7.34504	-0.0358416	-0.0358416	-0.0358416	-2.19216e+06
149.425	8685.17	9116.71	1422.92	9.09728	8.75191	0	38.0479	71.2738	5.12613	84.8671	6.59537	2.19846	64.4502	1.36459	9.69698	-1.02275	-9.6423	0.106607	-1.86651	-0.900533	0.116109	6.05466	-0.0417564	-0.0417564	-0.0417564	-2.89634e+06
149.45	8641.63	9069.02	1422.02	9.09928	8.75555	0	37.8571	71.2286	5.09931	84.8856	6.59393	2.19798	65.8147	1.36489	9.69507	-0.804926	-9.66156	0.0266087	-1.85324	-0.689291	0.0477149	4.76244	-0.0476794	-0.0476794	-0.0476794	-3.0909e+06
149.475	8523.13	8942.78	1415.94	9.10119	8.8225	0	37.338	70.924	5.02833	84.9035	6.59255	2.19752	67.1794	1.36518	9.62352	-0.823745	-9.58814	0.0320568	-1.93171	-0.698226	0.0634223	4.91039	-0.0530893	-0.0530893	-0.0530893	-3.01049e+06
149.5	8368.28	8778.64	1407.32	9.1029	8.89022	0	36.6596	70.4926	4.93604	84.9195	6.5913	2.1971	68.5444	1.36544	9.55201	-0.842694	-9.51469	0.0375439	-2.01026	-0.707208	0.0792107	5.06135	-0.0574291	-0.0574291	-0.0574291	-2.89925e+06
149.525	8201.92	8602.69	1398.06	9.10443	8.79497	0	35.9309	70.0288	4.83711	84.9337	6.5902	2.19673	69.9097	1.36566	9.65708	-0.857559	-9.61886	-0.0385663	-1.90633	-0.733449	0.00223969	5.09467	-0.0600003	-0.0600003	-0.0600003	-2.57128e+06
149.55	7804.9	8185.13	1378.55	9.10569	8.70087	0	34.1916	69.0514	4.60232	84.9455	6.58928	2.19643	71.2753	1.36585	9.76288	-0.872525	-9.72313	-0.114732	-1.80235	-0.759774	-0.0747671	5.12782	-0.0591435	-0.0591435	-0.0591435	-1.28709e+06
149.575	7354.61	7712.36	1352.42	9.10635	8.73663	0	32.219	67.7426	4.33649	84.9516	6.58881	2.19627	72.641	1.36595	9.72361	-0.812117	-9.68958	-0.0318829	-1.84114	-0.702166	0.00374329	4.79096	-0.053094	-0.053094	-0.053094	-30491.4
149.6	6941.11	7278.8	1324.66	9.10628	8.771	0	30.4075	66.352	4.09271	84.951	6.58886	2.19629	74.0069	1.36594	9.68544	-0.751774	-9.65608	0.0510051	-1.88004	-0.64452	0.0822921	4.45178	-0.0415302	-0.0415302	-0.0415302	745877
149.625	6519.45	6837.24	1293.12	9.10545	8.81204	0	28.5603	64.7721	3.84443	84.9432	6.58946	2.19649	75.3729	1.36582	9.63946	-0.890138	-9.59545	0.232487	-1.93593	-0.788133	0.269066	5.29997	-0.0255098	-0.0255098	-0.0255098	1.0776e+06
149.65	6196.96	6500.14	1265.84	9.1039	8.8476	0	27.1476	63.4058	3.65489	84.9288	6.59058	2.19686	76.7387	1.36559	9.59907	-1.02863	-9.53482	0.413969	-1.9918	-0.93189	0.455933	6.15735	-0.00701281	-0.00701281	-0.00701281	1.19208e+06
149.675	5863.84	6152.21	1238.81	9.1017	8.88956	0	25.6882	62.0521	3.45925	84.9083	6.59217	2.19739	78.1044	1.36526	9.55146	-1.07154	-9.48318	0.389152	-2.04953	-0.986248	0.430253	6.44672	0.0116661	0.0116661	0.0116661	1.30916e+06
149.7	5537.76	5811.91	1213.73	9.09885	8.93103	0	24.2597	60.7956	3.26791	84.8817	6.59424	2.19808	79.4699	1.36483	9.50413	-1.11434	-9.43155	0.364273	-2.10731	-1.04069	0.404481	6.73827	0.0283139	0.0283139	0.0283139	1.34539e+06
149.725	5216.1	5476.39	1190.46	9.09541	8.9405	0	22.8506	59.6302	3.07926	84.8495	6.59674	2.19891	80.8349	1.36431	9.49047	-1.12392	-9.41742	0.343566	-2.12657	-1.04252	0.366968	6.80576	0.0411297	0.0411297	0.0411297	1.37063e+06
149.75	4894.25	5140.79	1168.07	9.09135	8.94943	0	21.4407	58.5086	2.89055	84.8116	6.59968	2.19989	82.1995	1.3637	9.47677	-1.1334	-9.40321	0.32294	-2.14584	-1.04424	0.329327	6.87293	0.0486117	0.0486117	0.0486117	971165
149.775	4729.58	4970.29	1156.89	9.08682	8.90349	0	20.7193	57.9487	2.79469	84.7694	6.60297	2.20099	83.5635	1.36302	9.52092	-1.18878	-9.42993	0.557801	-2.1024	-1.09763	0.556106	7.18505	0.0493317	0.0493317	0.0493317	112204
149.8	4747.34	4991.5	1159.64	9.0822	8.85246	0	20.7971	58.0865	2.80661	84.7263	6.60633	2.20211	84.9269	1.36233	9.57094	-1.24402	-9.45658	0.792737	-2.0588	-1.15101	0.782918	7.49428	0.0426127	0.0426127	0.0426127	-755352
149.825	4867.64	5120.46	1166.92	9.07781	8.80961	0	21.3241	58.4507	2.87913	84.6853	6.60953	2.20318	86.2896	1.36167	9.61284	-1.35657	-9.48425	0.784457	-2.02295	-1.27493	0.776692	8.14005	0.0291056	0.0291056	0.0291056	-1.31074e+06
149.85	4974.02	5234.73	1175.98	9.0737	8.76634	0	21.7901	58.905	2.94338	84.647	6.61252	2.20417	87.6516	1.36106	9.65592	-1.46906	-9.5119	0.776098	-1.98703	-1.39889	0.770401	8.77964	0.010362	0.010362	0.010362	-1.89384e+06
149.875	5139.2	5410.79	1189.88	9.06997	8.7184	0	22.5137	59.6012	3.04237	84.6123	6.61524	2.20508	89.013	1.3605	9.70502	-1.35644	-9.58662	0.66642	-1.91292	-1.29091	0.682051	8.05347	-0.0115564	-0.0115564	-0.0115564	-2.37567e+06
149.9	5375.34	5661.41	1207.72	9.06677	8.66892	0	23.5482	60.4948	3.18329	84.5824	6.61757	2.20586	90.3738	1.36002	9.75697	-1.2437	-9.66135	0.556816	-1.83877	-1.18283	0.593717	7.33529	-0.0340276	-0.0340276	-0.0340276	-2.57955e+06
149.925	5648.02	5950.39	1228.5	9.06405	8.52619	0	24.7428	61.5353	3.34578	84.557	6.61956	2.20652	91.7341	1.35961	9.91733	-1.20757	-9.82964	0.52277	-1.66713	-1.13007	0.563987	7.0037	-0.0548679	-0.0548679	-0.0548679	-3.12215e+06
149.95	5899.67	6217.07	1244.77	9.06178	8.38794	0	25.8452	62.3506	3.49572	84.5359	6.62121	2.20707	93.0939	1.35927	10.0783	-1.17142	-9.99802	0.488783	-1.49545	-1.07729	0.534309	6.6826	-0.0730052	-0.0730052	-0.0730052	-3.9694e+06
149.975	6234.66	6571.41	1262.58	9.05994	8.32641	0	27.3127	63.2427	3.69496	84.5187	6.62256	2.20752	94.4533	1.35899	10.1507	-1.15806	-10.0737	0.463776	-1.40317	-1.05568	0.497826	6.55787	-0.0883516	-0.0883516	-0.0883516	-5.13366e+06
150	6706.71	7070	1288.26	9.05861	8.26607	0	29.3807	64.5288	3.97531	84.5063	6.62353	2.20784	95.8125	1.35879	10.2233	-1.14474	-10.1495	0.438699	-1.31087	-1.03408	0.461292	6.43508	-0.101974	-0.101974	-0.101974	-6.74858e+06
150.025	7191.42	7581.52	1310.44	9.05794	8.25796	0	31.5041	65.6396	4.26292	84.5	6.62402	2.20801	97.1714	1.35869	10.2326	-1.07304	-10.1717	0.299892	-1.27997	-0.976553	0.323814	6.02201	-0.115357	-0.115357	-0.115357	-8.26382e+06
150.05	7298.76	7694.74	1311.66	9.05789	8.24846	0	31.9743	65.7008	4.32659	84.4995	6.62406	2.20802	98.5302	1.35868	10.2443	-1.00132	-10.194	0.161054	-1.24906	-0.919011	0.186305	5.60999	-0.128446	-0.128446	-0.128446	-8.46054e+06
150.075	7282.7	7677.75	1309.7	9.05794	8.20529	0	31.9039	65.6029	4.31703	84.5	6.62402	2.20801	99.8889	1.35869	10.2982	-0.946959	-10.2474	0.383923	-1.18761	-0.869502	0.410716	5.27968	-0.140147	-0.140147	-0.140147	-8.47315e+06
150.1	7340.45	7738.6	1312.69	9.05799	8.15853	0	32.1569	65.7524	4.35125	84.5005	6.62399	2.208	101.248	1.3587	10.3573	-0.892683	-10.3009	0.606907	-1.12614	-0.820059	0.635247	4.95291	-0.150185	-0.150185	-0.150185	-8.981e+06
150.125	7331.4	7728.95	1310.99	9.05812	8.24773	0	32.1173	65.6675	4.34582	84.5017	6.62389	2.20796	102.606	1.35872	10.2454	-0.774338	-10.1946	0.662323	-1.21621	-0.69422	0.666416	4.34358	-0.15847	-0.15847	-0.15847	-9.34926e+06
150.15	7395.99	7796.84	1316.35	9.05835	8.33774	0	32.4002	65.9361	4.38399	84.5038	6.62372	2.20791	103.965	1.35875	10.1351	-0.656057	-10.0884	0.717639	-1.3063	-0.56843	0.697486	3.72077	-0.164492	-0.164492	-0.164492	-9.37567e+06
150.175	7577.67	7988.01	1327.61	9.05875	8.3415	0	33.1962	66.4999	4.49149	84.5076	6.62343	2.20781	105.324	1.35881	10.131	-0.769787	-10.0837	0.602957	-1.31164	-0.67435	0.569561	4.36548	-0.168047	-0.168047	-0.168047	-9.50219e+06
150.2	7615.92	8027.82	1330.8	9.05934	8.34328	0	33.3637	66.6596	4.51387	84.513	6.623	2.20767	106.683	1.3589	10.1295	-0.883689	-10.079	0.488231	-1.31697	-0.780412	0.441575	5.01065	-0.169169	-0.169169	-0.169169	-9.41435e+06
150.225	7494.82	7899.69	1326.94	9.05988	8.36747	0	32.8332	66.466	4.44182	84.5181	6.6226	2.20753	108.041	1.35898	10.1008	-0.769046	-10.0606	0.467359	-1.3532	-0.661348	0.432409	4.37126	-0.167525	-0.167525	-0.167525	-8.92388e+06
150.25	7335.69	7731.75	1319.2	9.06013	8.39044	0	32.1361	66.0788	4.3474	84.5205	6.62242	2.20747	109.4	1.35902	10.0734	-0.654411	-10.0422	0.44652	-1.38945	-0.542251	0.423295	3.72846	-0.163343	-0.163343	-0.163343	-8.8741e+06
150.275	7276.54	7669.42	1316.27	9.06011	8.41879	0	31.877	65.9319	4.31235	84.5203	6.62243	2.20748	110.759	1.35902	10.0395	-0.703378	-10.0082	0.363097	-1.43428	-0.589472	0.331177	4.02014	-0.157865	-0.157865	-0.157865	-9.17715e+06
150.3	7119.18	7503.78	1310.19	9.05986	8.4463	0	31.1876	65.6271	4.21921	84.5179	6.62262	2.20754	112.118	1.35898	10.0065	-0.752437	-9.97425	0.279693	-1.47911	-0.636782	0.239046	4.31411	-0.152325	-0.152325	-0.152325	-9.34056e+06
150.325	6981.12	7358.67	1304.54	9.05936	8.50067	0	30.5828	65.3445	4.13762	84.5132	6.62299	2.20766	113.477	1.3589	9.94195	-0.633485	-9.92009	0.181306	-1.528	-0.528002	0.144725	3.65388	-0.147475	-0.147475	-0.147475	-9.26337e+06
150.35	6984.01	7362.19	1306.1	9.05877	8.55372	0	30.5954	65.4224	4.1396	84.5077	6.62342	2.20781	114.836	1.35882	9.87965	-0.514432	-9.8659	0.0829	-1.57689	-0.419175	0.0504123	2.98484	-0.143399	-0.143399	-0.143399	-8.80664e+06
150.375	7017.39	7397.76	1310.57	9.0583	8.63287	0	30.7417	65.6462	4.1596	84.5034	6.62376	2.20792	116.195	1.35875	9.78857	-0.434514	-9.77508	0.273863	-1.66492	-0.333089	0.245511	2.54519	-0.139251	-0.139251	-0.139251	-7.85822e+06
150.4	7043.08	7425.09	1313.96	9.058	8.7097	0	30.8542	65.816	4.17497	84.5006	6.62398	2.20799	117.554	1.3587	9.7019	-0.354576	-9.68426	0.464916	-1.75294	-0.246965	0.440706	2.09687	-0.13343	-0.13343	-0.13343	-6.49628e+06
150.425	7122.04	7508.42	1318.98	9.05789	8.54765	0	31.2001	66.0678	4.22182	84.4995	6.62406	2.20802	118.912	1.35868	9.8857	-0.301081	-9.87321	0.395288	-1.54433	-0.205368	0.358768	1.74668	-0.124131	-0.124131	-0.124131	-4.91782e+06
150.45	7261.86	7655.77	1330.14	9.05795	8.39087	0	31.8126	66.6267	4.30468	84.5001	6.62401	2.208	120.271	1.35869	10.0705	-0.247565	-10.0622	0.325625	-1.33562	-0.163725	0.276741	1.4094	-0.110357	-0.110357	-0.110357	-3.73495e+06
150.475	7364.02	7763.35	1340.72	9.0581	8.28718	0	32.2602	67.1566	4.36516	84.5015	6.62391	2.20797	121.63	1.35871	10.1967	-0.395886	-10.1857	0.258147	-1.20997	-0.319452	0.215054	2.22579	-0.0926924	-0.0926924	-0.0926924	-3.1959e+06
150.5	7448.63	7852.55	1351.93	9.0581	8.18395	0	32.6309	67.7178	4.41532	84.5015	6.62391	2.20797	122.989	1.35871	10.3253	-0.544227	-10.3092	0.190643	-1.08437	-0.475208	0.153361	3.02188	-0.0738866	-0.0738866	-0.0738866	-3.93731e+06
150.525	7521.86	7929.81	1359.87	9.05803	8.19607	0	32.9516	68.116	4.45876	84.5008	6.62396	2.20799	124.347	1.3587	10.3099	-0.638443	-10.2878	0.219832	-1.11277	-0.570309	0.163771	3.55113	-0.0577127	-0.0577127	-0.0577127	-4.86219e+06
150.55	7565.63	7975.97	1367.17	9.05802	8.20749	0	33.1434	68.4814	4.48471	84.5007	6.62397	2.20799	125.706	1.3587	10.2956	-0.732573	-10.2664	0.249126	-1.14122	-0.665386	0.174268	4.08148	-0.0465428	-0.0465428	-0.0465428	-5.03361e+06
150.575	7541.87	7950.95	1369.54	9.05798	8.16822	0	33.0393	68.6	4.47065	84.5004	6.624	2.208	127.065	1.3587	10.345	-0.864371	-10.2999	0.429135	-1.12196	-0.797569	0.348108	4.79704	-0.0413409	-0.0413409	-0.0413409	-5.02466e+06
150.6	7385.15	7785.94	1359.05	9.05774	8.12547	0	32.3528	68.0745	4.37787	84.4981	6.62417	2.20806	128.423	1.35866	10.3992	-0.996117	-10.3334	0.609117	-1.10265	-0.929776	0.522024	5.50617	-0.0426919	-0.0426919	-0.0426919	-5.47204e+06
150.625	7231.44	7624.23	1348.25	9.05734	8.17252	0	31.6794	67.5336	4.28694	84.4944	6.62446	2.20815	129.782	1.3586	10.3388	-0.872377	-10.2847	0.59553	-1.16449	-0.818684	0.51032	4.84836	-0.0503527	-0.0503527	-0.0503527	-5.82611e+06
150.65	7100.48	7486.55	1336.98	9.05685	8.21901	0	31.1057	66.9693	4.20953	84.4899	6.62482	2.20827	131.141	1.35853	10.2798	-0.74853	-10.236	0.581782	-1.22631	-0.707471	0.498518	4.18243	-0.062824	-0.062824	-0.062824	-5.94571e+06
150.675	6933.05	7310.48	1324.28	9.05628	8.25073	0	30.3722	66.3328	4.11052	84.4845	6.62524	2.20841	132.499	1.35844	10.2396	-0.718832	-10.2053	0.430482	-1.24717	-0.690941	0.34607	4.02909	-0.0780014	-0.0780014	-0.0780014	-6.00862e+06
150.7	6808.85	7179.98	1317.62	9.0557	8.28084	0	29.8281	65.9992	4.03715	84.4792	6.62566	2.20855	133.858	1.35836	10.2018	-0.689248	-10.1746	0.279133	-1.26804	-0.674437	0.193593	3.8754	-0.0932391	-0.0932391	-0.0932391	-5.63099e+06
150.725	6707.87	7073.94	1309.71	9.05514	8.23685	0	29.3857	65.6033	3.97752	84.4738	6.62607	2.20869	135.216	1.35827	10.2556	-0.699462	-10.2262	0.337258	-1.20755	-0.695469	0.255491	3.9129	-0.105669	-0.105669	-0.105669	-5.06333e+06
150.75	6544.13	6901.8	1297.4	9.05442	8.1929	0	28.6684	64.9865	3.88073	84.4672	6.6266	2.20887	136.574	1.35816	10.3098	-0.709824	-10.2777	0.395573	-1.14706	-0.716583	0.317494	3.95082	-0.113237	-0.113237	-0.113237	-4.67111e+06
150.775	6423.24	6775.01	1287.04	9.05348	8.25271	0	28.1389	64.4679	3.80944	84.4585	6.62728	2.20909	137.933	1.35802	10.234	-0.527262	-10.2185	0.197541	-1.21432	-0.539012	0.124068	2.95377	-0.115151	-0.115151	-0.115151	-4.56906e+06
150.8	6457.1	6811.52	1286.77	9.05242	8.30769	0	28.2872	64.454	3.82997	84.4485	6.62806	2.20935	139.291	1.35786	10.1651	-0.344626	-10.1593	-0.000509056	-1.28161	-0.361362	-0.069453	1.94287	-0.1118	-0.1118	-0.1118	-4.62793e+06
150.825	6633.36	6998.17	1297.21	9.0515	8.36328	0	29.0593	64.977	3.93492	84.4399	6.62874	2.20958	140.649	1.35772	10.0965	-0.450661	-10.086	0.0904666	-1.34937	-0.472451	0.0162598	2.55837	-0.103939	-0.103939	-0.103939	-4.29607e+06
150.85	6781.3	7154.84	1308.37	9.05075	8.41812	0	29.7074	65.5362	4.02301	84.4329	6.62929	2.20976	142.006	1.35761	10.0299	-0.556707	-10.0128	0.1816	-1.41715	-0.583566	0.102089	3.18235	-0.0923603	-0.0923603	-0.0923603	-3.77893e+06
150.875	6999.49	7385.47	1325.47	9.05023	8.34101	0	30.6633	66.3925	4.15269	84.4281	6.62967	2.20989	143.364	1.35753	10.122	-0.73003	-10.0933	0.219964	-1.33807	-0.75398	0.127765	4.1369	-0.0780129	-0.0780129	-0.0780129	-3.10226e+06
150.9	7293.96	7696.31	1347.48	9.05008	8.26324	0	31.9533	67.495	4.32747	84.4267	6.62978	2.20993	144.722	1.35751	10.2171	-0.903244	-10.1739	0.258361	-1.25892	-0.924279	0.153433	5.07347	-0.0617434	-0.0617434	-0.0617434	-2.28447e+06
150.925	7604.65	8023.92	1368.79	9.05031	8.22166	0	33.3143	68.5628	4.51168	84.4289	6.6296	2.20987	146.079	1.35755	10.2691	-0.696956	-10.2444	0.14299	-1.18996	-0.701323	0.0486245	3.892	-0.0445276	-0.0445276	-0.0445276	-1.63363e+06
150.95	7817.08	8247.6	1388.64	9.05083	8.17629	0	34.2449	69.5569	4.63745	84.4337	6.62923	2.20974	147.437	1.35762	10.3266	-0.490594	-10.3149	0.0274938	-1.121	-0.478252	-0.056271	2.72302	-0.0278838	-0.0278838	-0.0278838	-1.43964e+06
150.975	7762.67	8189.78	1394.73	9.05129	8.16982	0	34.0066	69.8621	4.60493	84.438	6.62889	2.20963	148.794	1.35769	10.3354	-0.416638	-10.3269	0.0302597	-1.11442	-0.39282	-0.0456711	2.31034	-0.0139908	-0.0139908	-0.0139908	-1.86897e+06
151	7696.26	8119.47	1397.98	9.05157	8.16278	0	33.7157	70.0247	4.5654	84.4406	6.62869	2.20956	150.152	1.35774	10.3446	-0.342811	-10.3389	0.0329941	-1.10786	-0.307528	-0.035044	1.89909	-0.00494164	-0.00494164	-0.00494164	-2.38207e+06
151.025	7621.18	8040.16	1396.45	9.05167	8.02181	0	33.3867	69.9481	4.52081	84.4416	6.62861	2.20954	151.51	1.35775	10.5265	-0.221422	-10.524	-0.0531317	-0.91982	-0.175489	-0.126237	1.2053	-0.00213924	-0.00213924	-0.00213924	-2.99113e+06
151.05	7553.08	7968.32	1389.6	9.05167	7.88385	0	33.0884	69.6048	4.48042	84.4415	6.62861	2.20954	152.868	1.35775	10.7107	-0.0999808	-10.7093	-0.139355	-0.731672	-0.0434765	-0.217436	0.53489	-0.00621547	-0.00621547	-0.00621547	-3.58235e+06
151.075	7593.49	8010.79	1390.61	9.05185	7.89404	0	33.2655	69.6556	4.5043	84.4432	6.62848	2.20949	154.225	1.35778	10.6971	-0.0797496	-10.6943	-0.230096	-0.737178	-0.0362753	-0.306468	0.427258	-0.0159003	-0.0159003	-0.0159003	-3.24181e+06
151.1	7626.32	8045.11	1392.56	9.05221	7.90386	0	33.4093	69.7533	4.52359	84.4466	6.62821	2.2094	155.583	1.35783	10.6842	-0.0596023	-10.6792	-0.320866	-0.742819	-0.029107	-0.395494	0.319772	-0.0286713	-0.0286713	-0.0286713	-2.92605e+06
151.125	7659.89	8080.05	1392.43	9.05273	7.81108	0	33.5563	69.7465	4.54324	84.4514	6.62784	2.20928	156.941	1.35791	10.8117	-0.279142	-10.807	-0.158134	-0.613051	-0.252182	-0.21987	1.47961	-0.0424037	-0.0424037	-0.0424037	-2.9688e+06
151.15	7782.91	8209.11	1400.11	9.05352	7.71584	0	34.0953	70.1316	4.61581	84.4588	6.62725	2.20908	158.299	1.35803	10.9462	-0.498829	-10.9348	0.00474794	-0.483241	-0.475371	-0.0442038	2.61194	-0.0550099	-0.0550099	-0.0550099	-2.8351e+06
151.175	7897.99	8329.56	1406.43	9.05452	7.69364	0	34.5994	70.4482	4.68353	84.4681	6.62652	2.20884	159.657	1.35818	10.979	-0.504053	-10.9655	0.203664	-0.44927	-0.474124	0.15412	2.63187	-0.0650669	-0.0650669	-0.0650669	-3.13874e+06
151.2	8102.12	8543.67	1419.64	9.05577	7.66931	0	35.4936	71.1094	4.80392	84.4798	6.62561	2.20854	161.015	1.35837	11.0153	-0.509258	-10.9962	0.402625	-0.415349	-0.472869	0.352451	2.65161	-0.0723388	-0.0723388	-0.0723388	-3.62572e+06
151.225	8348.94	8802.34	1436.28	9.05742	7.61879	0	36.5749	71.9434	4.94937	84.4952	6.6244	2.20813	162.373	1.35861	11.0904	-0.371253	-11.0735	0.486385	-0.33529	-0.338808	0.435963	1.9202	-0.0765955	-0.0765955	-0.0765955	-3.6277e+06
151.25	8535.7	8997.31	1447.49	9.05936	7.56757	0	37.3931	72.5045	5.05899	84.5133	6.62298	2.20766	163.731	1.3589	11.1678	-0.23322	-11.1508	0.570134	-0.255214	-0.204694	0.519434	1.19817	-0.0778121	-0.0778121	-0.0778121	-3.69754e+06
151.275	8731.19	9201.13	1460.85	9.06157	7.58841	0	38.2495	73.1738	5.1736	84.5339	6.62137	2.20712	165.09	1.35924	11.1399	-0.241873	-11.1262	0.497165	-0.278621	-0.205032	0.434212	1.24537	-0.07643	-0.07643	-0.07643	-3.65195e+06
151.3	8943.25	9422.04	1477.9	9.06405	7.60928	0	39.1785	74.0278	5.29781	84.557	6.61956	2.20652	166.449	1.35961	11.1124	-0.250606	-11.1014	0.424191	-0.302075	-0.205428	0.348949	1.29319	-0.0731124	-0.0731124	-0.0731124	-3.7253e+06
151.325	9164.38	9652.01	1494.84	9.06685	7.60816	0	40.1472	74.8762	5.42712	84.5832	6.61751	2.20584	167.809	1.36003	11.1174	-0.351852	-11.1012	0.486195	-0.305051	-0.299931	0.414198	1.81538	-0.0683968	-0.0683968	-0.0683968	-3.42733e+06
151.35	9318.84	9811.24	1507.61	9.07004	7.60646	0	40.8239	75.5159	5.51665	84.6129	6.61518	2.20506	169.168	1.36051	11.1238	-0.453196	-11.1011	0.548269	-0.307987	-0.394502	0.479496	2.33778	-0.0617611	-0.0617611	-0.0617611	-2.33235e+06
151.375	9557.29	10058.4	1520.63	9.07358	7.54548	0	41.8684	76.1683	5.65561	84.6459	6.61261	2.2042	170.529	1.36104	11.2181	-0.460391	-11.1996	0.450369	-0.210133	-0.383007	0.377771	2.35398	-0.0521541	-0.0521541	-0.0521541	-1.00127e+06
151.4	9781.7	10290.3	1527.32	9.07733	7.48507	0	42.8515	76.5034	5.78601	84.6809	6.60987	2.20329	171.89	1.3616	11.3133	-0.46773	-11.2981	0.352488	-0.112241	-0.37151	0.275992	2.37063	-0.0398058	-0.0398058	-0.0398058	-602429
151.425	9986.66	10501.3	1529.06	9.08129	7.50045	0	43.7494	76.5905	5.90467	84.7178	6.60699	2.20233	173.251	1.36219	11.295	-0.379252	-11.2844	0.310005	-0.119946	-0.285374	0.243157	1.9249	-0.026312	-0.026312	-0.026312	-694328
151.45	10142.6	10660.4	1532.39	9.0855	7.51556	0	44.4326	76.7572	5.9941	84.7571	6.60393	2.20131	174.613	1.36282	11.2776	-0.290655	-11.2706	0.267442	-0.127649	-0.199117	0.210286	1.47725	-0.012966	-0.012966	-0.012966	-374989
151.475	10207.3	10723.4	1534.15	9.08977	7.48306	0	44.7161	76.8452	6.02951	84.7969	6.60083	2.20028	175.975	1.36347	11.3318	-0.256487	-11.3258	0.265279	-0.0780951	-0.149277	0.212123	1.29731	-0.000857449	-0.000857449	-0.000857449	-217664
151.5	10090.4	10595.7	1528.55	9.09391	7.45065	0	44.2039	76.565	5.95773	84.8355	6.59783	2.19928	177.338	1.36409	11.3863	-0.222324	-11.3811	0.263098	-0.028517	-0.0993282	0.213974	1.1191	0.00875923	0.00875923	0.00875923	-180674
151.525	9969.35	10464.1	1525.71	9.0978	7.38666	0	43.6736	76.4228	5.88374	84.8719	6.595	2.19833	178.702	1.36467	11.4899	-0.36438	-11.4794	0.328164	0.0766885	-0.241939	0.289458	1.81807	0.0149778	0.0149778	0.0149778	-265993
151.55	9819.04	10302.3	1519.58	9.10135	7.32225	0	43.0151	76.1156	5.79277	84.905	6.59243	2.19748	180.067	1.3652	11.5955	-0.506378	-11.5777	0.393192	0.18194	-0.384555	0.364989	2.50436	0.0166268	0.0166268	0.0166268	-1.06042e+06
