Min	-359.44 [0.025s]	-499.223 [0.025s]	0 [0s]	6.87549 [0s]	0 [0s]	0 [0s]	-4.59731 [0.025s]	0 [0s]	-0.573406 [0.025s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	1.03132 [0s]	0 [0s]	-1.81202 [89.4s]	-11.6796 [64.4s]	-1.35953 [100.45s]	-3.5605 [94s]	-1.81202 [89.4s]	-1.35953 [100.45s]	-20.6694 [19.75s]	0 [0s]	0 [0s]	0 [0s]	-8.49684e+06 [22.525s]
Max	8064.3 [152.1s]	11200.4 [152.1s]	1129.08 [152.1s]	6.87549 [0s]	14.0975 [98.15s]	0 [0s]	103.144 [152.1s]	115.529 [152.1s]	12.8648 [152.1s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.945 [139.65s]	1.03132 [0s]	11.6831 [64.4s]	2.71641 [19.7s]	0 [0s]	1.40251 [2.6s]	3.67959 [64.4s]	2.71641 [19.7s]	1.40251 [2.6s]	20.8978 [98.5s]	0 [0s]	0 [0s]	0 [0s]	9.91358e+06 [94.225s]
Mean	4365.03	6062.54	863.159	6.87549	8.04247	0	55.8295	88.3197	6.96342	64.1403	8.72665	2.90888	178.895	1.03132	8.23651	0.0970565	-8.18269	-0.0758947	0.183566	0.0970565	-0.0758947	-0.43281	0	0	0	703851
Standard deviation	1188.5	1650.69	101.359	nan	1.54915	0	15.2011	10.3712	1.89598	2.78175e-05	3.3637e-06	nan	104.32	nan	1.41612	0.796584	1.42954	0.442609	1.42697	0.796584	0.442609	5.91772	0	0	0	2.90827e+06
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
137.725	6536.39	9078.32	1034.33	6.87549	7.74927	0	83.6016	105.834	10.4273	64.1403	8.72665	2.90888	280.533	1.03132	8.27695	-0.475474	-8.23991	-0.620992	0.239912	-0.475474	-0.620992	3.30252	0	0	0	2.75947e+06
137.75	6619.04	9193.11	1043.79	6.87549	7.82413	0	84.6587	106.802	10.5592	64.1403	8.72665	2.90888	281.564	1.03132	8.19776	-0.455444	-8.16433	-0.582791	0.164325	-0.455444	-0.582791	3.19292	0	0	0	2.67561e+06
137.775	6753.44	9379.78	1054.47	6.87549	7.83145	0	86.3777	107.895	10.7736	64.1403	8.72665	2.90888	282.595	1.03132	8.19009	-0.386879	-8.15891	-0.600181	0.158907	-0.386879	-0.600181	2.71482	0	0	0	2.78555e+06
137.8	6871.17	9543.3	1061.58	6.87549	7.8382	0	87.8835	108.623	10.9614	64.1403	8.72665	2.90888	283.627	1.03132	8.18304	-0.31831	-8.15349	-0.617576	0.153494	-0.31831	-0.617576	2.23568	0	0	0	2.9926e+06
137.825	6926.46	9620.08	1062.82	6.87549	7.81618	0	88.5906	108.749	11.0496	64.1403	8.72665	2.90888	284.658	1.03132	8.2061	-0.273558	-8.18558	-0.511398	0.185582	-0.273558	-0.511398	1.91408	0	0	0	3.3296e+06
137.85	6842.94	9504.09	1052.98	6.87549	7.79269	0	87.5225	107.743	10.9164	64.1403	8.72665	2.90888	285.689	1.03132	8.23084	-0.228808	-8.21767	-0.405209	0.217672	-0.228808	-0.405209	1.5949	0	0	0	3.50382e+06
137.875	6767.37	9399.13	1044.59	6.87549	7.77158	0	86.5559	106.884	10.7958	64.1403	8.72665	2.90888	286.721	1.03132	8.25319	-0.255508	-8.23662	-0.45613	0.236618	-0.255508	-0.45613	1.7768	0	0	0	3.68323e+06
137.9	6818.39	9469.99	1047.14	6.87549	7.75022	0	87.2085	107.145	10.8772	64.1403	8.72665	2.90888	287.752	1.03132	8.27593	-0.282214	-8.25556	-0.507064	0.255563	-0.282214	-0.507064	1.95788	0	0	0	4.14279e+06
137.925	6860.25	9528.13	1050.06	6.87549	7.71585	0	87.7439	107.443	10.944	64.1403	8.72665	2.90888	288.783	1.03132	8.3128	-0.30495	-8.29075	-0.522643	0.290746	-0.30495	-0.522643	2.1065	0	0	0	4.64221e+06
137.95	6860.35	9528.26	1048.32	6.87549	7.68172	0	87.7451	107.265	10.9441	64.1403	8.72665	2.90888	289.815	1.03132	8.34974	-0.327686	-8.32593	-0.538219	0.325929	-0.327686	-0.538219	2.25384	0	0	0	5.24364e+06
137.975	6852.61	9517.51	1045.39	6.87549	7.60952	0	87.6461	106.966	10.9318	64.1403	8.72665	2.90888	290.846	1.03132	8.42896	-0.377126	-8.40074	-0.576759	0.40074	-0.377126	-0.576759	2.57039	0	0	0	5.85941e+06
138	6766.99	9398.6	1038.17	6.87549	7.53833	0	86.551	106.227	10.7952	64.1403	8.72665	2.90888	291.877	1.03132	8.50856	-0.426568	-8.47555	-0.6153	0.475553	-0.426568	-0.6153	2.88122	0	0	0	6.2052e+06
138.025	6724.14	9339.09	1033.36	6.87549	7.52509	0	86.003	105.735	10.7269	64.1403	8.72665	2.90888	292.909	1.03132	8.52354	-0.432345	-8.48368	-0.700679	0.483678	-0.432345	-0.700679	2.91738	0	0	0	6.39742e+06
138.05	6804.01	9450.01	1038.76	6.87549	7.51115	0	87.0245	106.288	10.8543	64.1403	8.72665	2.90888	293.94	1.03132	8.53935	-0.43812	-8.4918	-0.786062	0.491797	-0.43812	-0.786062	2.95346	0	0	0	6.78749e+06
138.075	6914.17	9603.01	1046.2	6.87549	7.50223	0	88.4335	107.049	11.03	64.1403	8.72665	2.90888	294.971	1.03132	8.5495	-0.446961	-8.49953	-0.807555	0.49953	-0.446961	-0.807555	3.01022	0	0	0	7.05855e+06
138.1	7028.93	9762.4	1051.73	6.87549	7.49329	0	89.9012	107.614	11.2131	64.1403	8.72665	2.90888	296.003	1.03132	8.55971	-0.455803	-8.50726	-0.829043	0.507262	-0.455803	-0.829043	3.06687	0	0	0	7.01597e+06
138.125	7173.4	9963.06	1059.83	6.87549	7.52905	0	91.7491	108.444	11.4435	64.1403	8.72665	2.90888	297.034	1.03132	8.51905	-0.452736	-8.4746	-0.741964	0.474595	-0.452736	-0.741964	3.05799	0	0	0	6.76232e+06
138.15	7205.75	10008	1057.72	6.87549	7.56442	0	92.1628	108.228	11.4951	64.1403	8.72665	2.90888	298.065	1.03132	8.47922	-0.449669	-8.44192	-0.654875	0.441925	-0.449669	-0.654875	3.04904	0	0	0	6.75337e+06
138.175	7224.42	10033.9	1056.18	6.87549	7.59465	0	92.4016	108.069	11.5249	64.1403	8.72665	2.90888	299.097	1.03132	8.44546	-0.445699	-8.4108	-0.620991	0.410801	-0.445699	-0.620991	3.03334	0	0	0	6.5139e+06
138.2	7279.37	10110.2	1060.52	6.87549	7.62502	0	93.1045	108.514	11.6126	64.1403	8.72665	2.90888	300.128	1.03132	8.41183	-0.441729	-8.37968	-0.58711	0.379677	-0.441729	-0.58711	3.01752	0	0	0	6.13395e+06
138.225	7300.47	10139.5	1062.23	6.87549	7.65781	0	93.3743	108.689	11.6462	64.1403	8.72665	2.90888	301.159	1.03132	8.3758	-0.389585	-8.35281	-0.482633	0.352805	-0.389585	-0.482633	2.67041	0	0	0	5.89904e+06
138.25	7239.32	10054.6	1057.74	6.87549	7.68945	0	92.5921	108.229	11.5487	64.1403	8.72665	2.90888	302.191	1.03132	8.34135	-0.337436	-8.32593	-0.378149	0.325934	-0.337436	-0.378149	2.32083	0	0	0	5.9076e+06
138.275	7157.6	9941.11	1051.71	6.87549	7.6797	0	91.547	107.613	11.4183	64.1403	8.72665	2.90888	303.222	1.03132	8.35193	-0.339055	-8.33792	-0.344832	0.337917	-0.339055	-0.344832	2.32861	0	0	0	5.88098e+06
138.3	7072.28	9822.6	1045.98	6.87549	7.66985	0	90.4557	107.027	11.2822	64.1403	8.72665	2.90888	304.253	1.03132	8.36265	-0.340679	-8.3499	-0.31152	0.349902	-0.340679	-0.31152	2.33639	0	0	0	5.86624e+06
138.325	7025.73	9757.95	1043.74	6.87549	7.62175	0	89.8603	106.797	11.208	64.1403	8.72665	2.90888	305.285	1.03132	8.41544	-0.189479	-8.39958	-0.480337	0.399581	-0.189479	-0.480337	1.29227	0	0	0	5.80301e+06
138.35	6980.02	9694.47	1043.79	6.87549	7.56885	0	89.2757	106.802	11.135	64.1403	8.72665	2.90888	306.316	1.03132	8.47425	-0.0382663	-8.44926	-0.64917	0.449264	-0.0382663	-0.64917	0.259488	0	0	0	5.86415e+06
138.375	6955.2	9660	1044.33	6.87549	7.67159	0	88.9582	106.858	11.0954	64.1403	8.72665	2.90888	307.347	1.03132	8.36076	0.0548479	-8.33445	-0.660552	0.334447	0.0548479	-0.660552	-0.377051	0	0	0	6.06732e+06
138.4	6951.29	9654.56	1044.52	6.87549	7.77613	0	88.9082	106.877	11.0892	64.1403	8.72665	2.90888	308.379	1.03132	8.24836	0.147957	-8.21962	-0.671921	0.219617	0.147957	-0.671921	-1.03124	0	0	0	6.16064e+06
138.425	6969.18	9679.42	1044.24	6.87549	7.76116	0	89.1371	106.848	11.1178	64.1403	8.72665	2.90888	309.41	1.03132	8.26427	0.188742	-8.22985	-0.729446	0.229853	0.188742	-0.729446	-1.31378	0	0	0	6.30117e+06
138.45	7003.48	9727.06	1045.73	6.87549	7.74569	0	89.5758	107.001	11.1725	64.1403	8.72665	2.90888	310.441	1.03132	8.28077	0.229523	-8.2401	-0.786974	0.240099	0.229523	-0.786974	-1.59552	0	0	0	6.29393e+06
138.475	7046.79	9787.2	1048.36	6.87549	7.78568	0	90.1297	107.27	11.2416	64.1403	8.72665	2.90888	311.472	1.03132	8.23825	0.194162	-8.19216	-0.848254	0.192161	0.194162	-0.848254	-1.35771	0	0	0	5.99645e+06
138.5	7028.53	9761.85	1047.33	6.87549	7.82544	0	89.8962	107.165	11.2124	64.1403	8.72665	2.90888	312.504	1.03132	8.19639	0.158794	-8.14422	-0.909534	0.144218	0.158794	-0.909534	-1.117	0	0	0	5.62209e+06
138.525	6963.01	9670.85	1043.32	6.87549	7.85437	0	89.0582	106.754	11.1079	64.1403	8.72665	2.90888	313.535	1.03132	8.1662	0.0734483	-8.13126	-0.750951	0.131263	0.0734483	-0.750951	-0.517529	0	0	0	5.19895e+06
138.55	6805.02	9451.42	1032.07	6.87549	7.87974	0	87.0375	105.603	10.8559	64.1403	8.72665	2.90888	314.566	1.03132	8.1399	-0.011902	-8.11831	-0.592351	0.118311	-0.011902	-0.592351	0.0839995	0	0	0	4.80964e+06
138.575	6643.16	9226.62	1021.56	6.87549	7.79964	0	84.9673	104.527	10.5977	64.1403	8.72665	2.90888	315.598	1.03132	8.2235	0.122511	-8.20201	-0.58131	0.202009	0.122511	-0.58131	-0.855746	0	0	0	4.36933e+06
138.6	6619.92	9194.34	1022.6	6.87549	7.71911	0	84.67	104.634	10.5606	64.1403	8.72665	2.90888	316.629	1.03132	8.30929	0.256942	-8.28571	-0.570282	0.285715	0.256942	-0.570282	-1.77619	0	0	0	3.85915e+06
138.625	6628.64	9206.44	1025.74	6.87549	7.63929	0	84.7815	104.955	10.5745	64.1403	8.72665	2.90888	317.66	1.03132	8.39612	0.357092	-8.36208	-0.665548	0.362076	0.357092	-0.665548	-2.44526	0	0	0	3.3024e+06
138.65	6582.65	9142.57	1025.37	6.87549	7.55927	0	84.1933	104.917	10.5011	64.1403	8.72665	2.90888	318.692	1.03132	8.48499	0.457238	-8.43844	-0.760822	0.438436	0.457238	-0.760822	-3.10155	0	0	0	2.71937e+06
138.675	6576.87	9134.54	1026.69	6.87549	7.52575	0	84.1193	105.052	10.4919	64.1403	8.72665	2.90888	319.723	1.03132	8.52278	0.407809	-8.47053	-0.849503	0.47053	0.407809	-0.849503	-2.75635	0	0	0	2.06117e+06
138.7	6637.94	9219.37	1031.28	6.87549	7.49152	0	84.9005	105.522	10.5893	64.1403	8.72665	2.90888	320.754	1.03132	8.56173	0.358367	-8.50262	-0.938183	0.502621	0.358367	-0.938183	-2.41347	0	0	0	1.19882e+06
138.725	6685.5	9285.42	1034.1	6.87549	7.57659	0	85.5088	105.811	10.6652	64.1403	8.72665	2.90888	321.786	1.03132	8.46559	0.458862	-8.41061	-0.846903	0.410612	0.458862	-0.846903	-3.12282	0	0	0	513979
138.75	6678.62	9275.86	1034.27	6.87549	7.6617	0	85.4208	105.828	10.6542	64.1403	8.72665	2.90888	322.817	1.03132	8.37155	0.55937	-8.31859	-0.755607	0.318593	0.55937	-0.755607	-3.84697	0	0	0	27946.5
138.775	6636.43	9217.26	1032.15	6.87549	7.71806	0	84.8811	105.611	10.5869	64.1403	8.72665	2.90888	323.848	1.03132	8.31042	0.549274	-8.26156	-0.712741	0.261562	0.549274	-0.712741	-3.80374	0	0	0	-174664
138.8	6564.91	9117.93	1028.51	6.87549	7.77508	0	83.9664	105.239	10.4728	64.1403	8.72665	2.90888	324.88	1.03132	8.24947	0.539169	-8.20453	-0.669879	0.204534	0.539169	-0.669879	-3.75984	0	0	0	82705.2
138.825	6530.2	9069.73	1026.74	6.87549	7.71629	0	83.5225	105.057	10.4175	64.1403	8.72665	2.90888	325.911	1.03132	8.31232	0.459418	-8.27508	-0.637703	0.275084	0.459418	-0.637703	-3.1777	0	0	0	235992
138.85	6410.32	8903.22	1019.65	6.87549	7.65746	0	81.9891	104.332	10.2262	64.1403	8.72665	2.90888	326.942	1.03132	8.37619	0.379662	-8.34564	-0.605529	0.345645	0.379662	-0.605529	-2.60472	0	0	0	231947
138.875	6271.16	8709.95	1011.32	6.87549	7.56379	0	80.2093	103.48	10.0042	64.1403	8.72665	2.90888	327.974	1.03132	8.47992	0.430897	-8.44617	-0.620987	0.446167	0.430897	-0.620987	-2.92052	0	0	0	215893
138.9	6139.59	8527.21	1005.46	6.87549	7.47216	0	78.5265	102.88	9.79433	64.1403	8.72665	2.90888	329.005	1.03132	8.58391	0.482144	-8.54669	-0.636449	0.546692	0.482144	-0.636449	-3.2288	0	0	0	211136
138.925	5997.42	8329.75	998.391	6.87549	7.50465	0	76.708	102.157	9.56752	64.1403	8.72665	2.90888	330.036	1.03132	8.54674	0.414667	-8.51017	-0.672261	0.510166	0.414667	-0.672261	-2.78959	0	0	0	140598
138.95	5848.83	8123.37	989.349	6.87549	7.53684	0	74.8076	101.232	9.33049	64.1403	8.72665	2.90888	331.068	1.03132	8.51025	0.347181	-8.47363	-0.708074	0.473629	0.347181	-0.708074	-2.3462	0	0	0	-81353.8
138.975	5700.58	7917.47	978.56	6.87549	7.52636	0	72.9114	100.128	9.09399	64.1403	8.72665	2.90888	332.099	1.03132	8.52209	0.361249	-8.47846	-0.781857	0.478459	0.361249	-0.781857	-2.43977	0	0	0	-233273
139	5543.67	7699.54	963.834	6.87549	7.51534	0	70.9045	98.6209	8.84367	64.1403	8.72665	2.90888	333.13	1.03132	8.53459	0.375323	-8.48329	-0.855643	0.483291	0.375323	-0.855643	-2.53327	0	0	0	-126250
139.025	5502.01	7641.68	955.352	6.87549	7.53654	0	70.3717	97.753	8.77722	64.1403	8.72665	2.90888	334.162	1.03132	8.51058	0.429995	-8.46029	-0.817679	0.460289	0.429995	-0.817679	-2.90956	0	0	0	-47386.2
139.05	5585.51	7757.65	959.292	6.87549	7.5574	0	71.4396	98.1561	8.91042	64.1403	8.72665	2.90888	335.193	1.03132	8.48709	0.484669	-8.43728	-0.779706	0.437284	0.484669	-0.779706	-3.28767	0	0	0	-69842.9
139.075	5704.68	7923.17	967.155	6.87549	7.56098	0	72.9639	98.9607	9.10054	64.1403	8.72665	2.90888	336.224	1.03132	8.48307	0.588601	-8.42781	-0.766857	0.427811	0.588601	-0.766857	-3.99507	0	0	0	18696.3
139.1	5783.79	8033.05	976.093	6.87549	7.56339	0	73.9757	99.8752	9.22674	64.1403	8.72665	2.90888	337.256	1.03132	8.48036	0.692537	-8.41834	-0.754009	0.418338	0.692537	-0.754009	-4.70287	0	0	0	-180720
139.125	5799.84	8055.33	983.153	6.87549	7.52547	0	74.181	100.598	9.25234	64.1403	8.72665	2.90888	338.287	1.03132	8.5231	0.638417	-8.46376	-0.774812	0.463763	0.638417	-0.774812	-4.31362	0	0	0	-385190
139.15	5805.79	8063.6	984.532	6.87549	7.48756	0	74.2571	100.739	9.26183	64.1403	8.72665	2.90888	339.318	1.03132	8.56626	0.584284	-8.50919	-0.795618	0.509193	0.584284	-0.795618	-3.92805	0	0	0	-569550
139.175	5778.42	8025.59	982.95	6.87549	7.44832	0	73.907	100.577	9.21817	64.1403	8.72665	2.90888	340.35	1.03132	8.61138	0.491358	-8.57241	-0.654425	0.572406	0.491358	-0.654425	-3.28052	0	0	0	-788513
139.2	5710.24	7930.88	978.625	6.87549	7.40648	0	73.0349	100.134	9.10939	64.1403	8.72665	2.90888	341.381	1.03132	8.66003	0.398429	-8.63562	-0.513219	0.635621	0.398429	-0.513219	-2.64163	0	0	0	-832083
139.225	5566.05	7730.62	968.905	6.87549	7.30497	0	71.1908	99.1397	8.87937	64.1403	8.72665	2.90888	342.412	1.03132	8.78036	0.540239	-8.75122	-0.468075	0.75122	0.540239	-0.468075	-3.53256	0	0	0	-842565
139.25	5439.27	7554.54	961.623	6.87549	7.20429	0	69.5692	98.3947	8.67713	64.1403	8.72665	2.90888	343.444	1.03132	8.90307	0.682068	-8.86682	-0.42294	0.866823	0.682068	-0.42294	-4.39874	0	0	0	-787340
139.275	5296.84	7356.72	953.959	6.87549	7.15519	0	67.7475	97.6104	8.44991	64.1403	8.72665	2.90888	344.475	1.03132	8.96417	0.783662	-8.92192	-0.376212	0.921923	0.783662	-0.376212	-5.01972	0	0	0	-780976
139.3	5146.1	7147.36	945.237	6.87549	7.10572	0	65.8196	96.7181	8.20944	64.1403	8.72665	2.90888	345.506	1.03132	9.02658	0.885252	-8.97702	-0.329485	0.977019	0.885252	-0.329485	-5.63191	0	0	0	-625036
139.325	5012.12	6961.28	936.661	6.87549	7.12856	0	64.1059	95.8405	7.99571	64.1403	8.72665	2.90888	346.538	1.03132	8.99765	0.851701	-8.95518	-0.192606	0.95518	0.851701	-0.192606	-5.43289	0	0	0	-234876
139.35	4931.65	6849.52	932.115	6.87549	7.14983	0	63.0767	95.3753	7.86734	64.1403	8.72665	2.90888	347.569	1.03132	8.97089	0.818138	-8.93334	-0.0557208	0.933335	0.818138	-0.0557208	-5.2327	0	0	0	218212
139.375	4870.2	6764.17	927.981	6.87549	7.18565	0	62.2908	94.9524	7.76931	64.1403	8.72665	2.90888	348.6	1.03132	8.92617	0.789447	-8.89119	-0.00318795	0.891194	0.789447	-0.00318795	-5.07397	0	0	0	656208
139.4	4807.31	6676.82	923.193	6.87549	7.22152	0	61.4864	94.4624	7.66898	64.1403	8.72665	2.90888	349.631	1.03132	8.88183	0.760756	-8.84905	0.0493379	0.849051	0.760756	0.0493379	-4.91366	0	0	0	999885
139.425	4776.77	6634.4	921.442	6.87549	7.2333	0	61.0957	94.2833	7.62026	64.1403	8.72665	2.90888	350.663	1.03132	8.86737	0.724488	-8.83726	0.0909502	0.837256	0.724488	0.0909502	-4.68669	0	0	0	1.35884e+06
139.45	4752.21	6600.29	920.873	6.87549	7.24484	0	60.7816	94.225	7.58107	64.1403	8.72665	2.90888	351.694	1.03132	8.85325	0.688218	-8.82546	0.132562	0.825463	0.688218	0.132562	-4.45896	0	0	0	1.71527e+06
139.475	4743.8	6588.62	920.825	6.87549	7.22861	0	60.6741	94.2201	7.56767	64.1403	8.72665	2.90888	352.725	1.03132	8.87312	0.591866	-8.85136	0.188042	0.851365	0.591866	0.188042	-3.82551	0	0	0	1.98811e+06
139.5	4700.38	6528.31	916.861	6.87549	7.2113	0	60.1187	93.8145	7.4984	64.1403	8.72665	2.90888	353.757	1.03132	8.89442	0.495508	-8.87727	0.243524	0.877269	0.495508	0.243524	-3.1948	0	0	0	2.11833e+06
139.525	4669.48	6485.39	914.309	6.87549	7.13194	0	59.7235	93.5535	7.4491	64.1403	8.72665	2.90888	354.788	1.03132	8.9934	0.493696	-8.97798	0.182481	0.977981	0.493696	0.182481	-3.1475	0	0	0	2.11054e+06
139.55	4667.08	6482.05	913.872	6.87549	7.05395	0	59.6927	93.5087	7.44527	64.1403	8.72665	2.90888	355.819	1.03132	9.09283	0.491891	-9.0787	0.121429	1.0787	0.491891	0.121429	-3.1013	0	0	0	2.38586e+06
139.575	4681.88	6502.61	915.119	6.87549	7.1308	0	59.8821	93.6363	7.46888	64.1403	8.72665	2.90888	356.851	1.03132	8.99482	0.421163	-8.98476	0.0593526	0.984764	0.421163	0.0593526	-2.68379	0	0	0	2.52669e+06
139.6	4627.47	6427.05	910.495	6.87549	7.20863	0	59.1862	93.1632	7.38209	64.1403	8.72665	2.90888	357.882	1.03132	8.89772	0.350429	-8.89081	-0.00272344	0.890811	0.350429	-0.00272344	-2.25713	0	0	0	2.44983e+06
139.625	4548.18	6316.92	903.336	6.87549	7.1426	0	58.1721	92.4307	7.2556	64.1403	8.72665	2.90888	358.913	1.03132	8.97998	0.409243	-8.97064	-0.012619	0.970637	0.409243	-0.012619	-2.61204	0	0	0	2.21953e+06
139.65	4524.49	6284.02	900.76	6.87549	7.07748	0	57.8691	92.167	7.21781	64.1403	8.72665	2.90888	359.945	1.03132	9.0626	0.468068	-9.05048	-0.0225102	1.05048	0.468068	-0.0225102	-2.96055	0	0	0	1.89419e+06
139.675	4507.56	6260.49	897.985	6.87549	6.9801	0	57.6524	91.8831	7.19079	64.1403	8.72665	2.90888	0.976037	1.03132	9.18903	0.471862	-9.1769	-0.0111427	1.1769	0.471862	-0.0111427	-2.94346	0	0	0	1.55584e+06
139.7	4489.11	6234.88	895.638	6.87549	6.88535	0	57.4165	91.643	7.16136	64.1403	8.72665	2.90888	2.00736	1.03132	9.31548	0.475651	-9.30333	0.000226517	1.30333	0.475651	0.000226517	-2.92681	0	0	0	1.12911e+06
139.725	4486.68	6231.5	894.701	6.87549	6.92751	0	57.3855	91.5471	7.15749	64.1403	8.72665	2.90888	3.03869	1.03132	9.25879	0.348268	-9.25173	-0.0965168	1.25173	0.348268	-0.0965168	-2.1558	0	0	0	860394
139.75	4575.17	6354.4	902.113	6.87549	6.96814	0	58.5172	92.3055	7.29864	64.1403	8.72665	2.90888	4.07001	1.03132	9.20479	0.220874	-9.20011	-0.193269	1.20011	0.220874	-0.193269	-1.37528	0	0	0	515339
139.775	4700.34	6528.24	911.606	6.87549	6.94664	0	60.1181	93.2769	7.49832	64.1403	8.72665	2.90888	5.10133	1.03132	9.23328	0.252619	-9.22969	-0.0511736	1.22969	0.252619	-0.0511736	-1.56781	0	0	0	176951
139.8	4813.77	6685.79	920.099	6.87549	6.92356	0	61.569	94.1459	7.67929	64.1403	8.72665	2.90888	6.13266	1.03132	9.26408	0.284377	-9.25926	0.0909418	1.25926	0.284377	0.0909418	-1.75916	0	0	0	-112885
139.825	4898.75	6803.82	926.293	6.87549	6.92016	0	62.6559	94.7796	7.81485	64.1403	8.72665	2.90888	7.16398	1.03132	9.26862	0.389751	-9.25965	0.119715	1.25965	0.389751	0.119715	-2.41023	0	0	0	-321261
139.85	4974.56	6909.11	930.856	6.87549	6.91581	0	63.6255	95.2466	7.93578	64.1403	8.72665	2.90888	8.19531	1.03132	9.27445	0.495131	-9.26004	0.14848	1.26004	0.495131	0.14848	-3.06067	0	0	0	-268468
139.875	5054.39	7019.99	936.276	6.87549	6.99418	0	64.6466	95.8011	8.06314	64.1403	8.72665	2.90888	9.22663	1.03132	9.17053	0.358915	-9.16339	0.0463948	1.16339	0.358915	0.0463948	-2.24304	0	0	0	-280703
139.9	5086.5	7064.59	939.139	6.87549	7.07199	0	65.0573	96.094	8.11437	64.1403	8.72665	2.90888	10.258	1.03132	9.06963	0.22268	-9.06673	-0.0557009	1.06673	0.22268	-0.0557009	-1.40691	0	0	0	-271315
139.925	5136.94	7134.64	943.996	6.87549	7.09795	0	65.7024	96.591	8.19483	64.1403	8.72665	2.90888	11.2893	1.03132	9.03645	0.291953	-9.03154	-0.0593473	1.03154	0.291953	-0.0593473	-1.8515	0	0	0	-282300
139.95	5182.6	7198.05	950.127	6.87549	7.12367	0	66.2863	97.2184	8.26766	64.1403	8.72665	2.90888	12.3206	1.03132	9.00383	0.361244	-8.99636	-0.0629855	0.996357	0.361244	-0.0629855	-2.29944	0	0	0	-307746
139.975	5246.52	7286.83	957.63	6.87549	7.19123	0	67.1039	97.9861	8.36964	64.1403	8.72665	2.90888	13.3519	1.03132	8.91924	0.458501	-8.90705	-0.0843581	0.907049	0.458501	-0.0843581	-2.94677	0	0	0	-362972
140	5386.27	7480.93	967.983	6.87549	7.25909	0	68.8914	99.0454	8.59258	64.1403	8.72665	2.90888	14.3832	1.03132	8.83587	0.555761	-8.81774	-0.105732	0.817737	0.555761	-0.105732	-3.60644	0	0	0	-336041
140.025	5545.67	7702.31	979.035	6.87549	7.32738	0	70.9301	100.176	8.84686	64.1403	8.72665	2.90888	15.4146	1.03132	8.75352	0.647427	-8.72881	-0.113237	0.728811	0.647427	-0.113237	-4.24193	0	0	0	-318807
140.05	5700.99	7918.04	991.276	6.87549	7.39602	0	72.9167	101.429	9.09464	64.1403	8.72665	2.90888	16.4459	1.03132	8.67228	0.739093	-8.63989	-0.120741	0.639885	0.739093	-0.120741	-4.88942	0	0	0	-261226
140.075	5847.86	8122.03	1001.78	6.87549	7.41801	0	74.7952	102.503	9.32894	64.1403	8.72665	2.90888	17.4772	1.03132	8.64657	0.654299	-8.61939	-0.203048	0.619388	0.654299	-0.203048	-4.341	0	0	0	-215843
140.1	5896.07	8188.98	1003.4	6.87549	7.43875	0	75.4118	102.67	9.40585	64.1403	8.72665	2.90888	18.5085	1.03132	8.62246	0.56949	-8.5989	-0.285361	0.598897	0.56949	-0.285361	-3.78906	0	0	0	-262928
140.125	5947.09	8259.84	1005.54	6.87549	7.45056	0	76.0643	102.888	9.48724	64.1403	8.72665	2.90888	19.5399	1.03132	8.6088	0.603042	-8.5815	-0.325043	0.581498	0.603042	-0.325043	-4.0197	0	0	0	-2123.43
140.15	6070.96	8431.89	1013.83	6.87549	7.46211	0	77.6487	103.737	9.68485	64.1403	8.72665	2.90888	20.5712	1.03132	8.59547	0.636605	-8.5641	-0.364722	0.564099	0.636605	-0.364722	-4.25121	0	0	0	278493
140.175	6184.93	8590.18	1022.46	6.87549	7.50196	0	79.1063	104.619	9.86666	64.1403	8.72665	2.90888	21.6025	1.03132	8.54981	0.560286	-8.51945	-0.452034	0.519446	0.560286	-0.452034	-3.76267	0	0	0	633125
140.2	6290.24	8736.44	1030.25	6.87549	7.54085	0	80.4533	105.417	10.0347	64.1403	8.72665	2.90888	22.6338	1.03132	8.50571	0.483958	-8.47479	-0.53935	0.474789	0.483958	-0.53935	-3.26836	0	0	0	1.1424e+06
140.225	6390.4	8875.55	1036.23	6.87549	7.50598	0	81.7343	106.029	10.1944	64.1403	8.72665	2.90888	23.6652	1.03132	8.54523	0.456707	-8.5148	-0.557319	0.514799	0.456707	-0.557319	-3.07022	0	0	0	1.63808e+06
140.25	6463.11	8976.54	1039.68	6.87549	7.47131	0	82.6643	106.381	10.3104	64.1403	8.72665	2.90888	24.6965	1.03132	8.58489	0.42946	-8.55482	-0.575282	0.554815	0.42946	-0.575282	-2.87389	0	0	0	2.13191e+06
140.275	6568.25	9122.58	1044.61	6.87549	7.40288	0	84.0091	106.886	10.4782	64.1403	8.72665	2.90888	25.7278	1.03132	8.66424	0.353677	-8.63369	-0.635195	0.633685	0.353677	-0.635195	-2.3458	0	0	0	2.60417e+06
140.3	6738.03	9358.38	1054.83	6.87549	7.3348	0	86.1806	107.932	10.749	64.1403	8.72665	2.90888	26.7591	1.03132	8.74466	0.27789	-8.71256	-0.695111	0.712559	0.27789	-0.695111	-1.82685	0	0	0	3.0298e+06
